[2016-09-05 18:15:16,049 - ReplayDB.py:48 -             __init__() ] Connected to database /data/ascar/ascar_replay_db.sqlite
[2016-09-05 18:15:52,866 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124531
[2016-09-05 18:15:52,882 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124527
[2016-09-05 18:15:52,895 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124549
[2016-09-05 18:15:52,902 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124529
[2016-09-05 18:15:52,903 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124528
[2016-09-05 18:15:52,903 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124551
[2016-09-05 18:15:52,907 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124550
[2016-09-05 18:15:52,919 - DQLDaemon.py:182 -    _do_training_step() ] Got minibatch of size 27
[2016-09-05 18:15:52,925 - DQLDaemon.py:147 -                start() ] Finished training step in 0.06685709953308105 seconds
[2016-09-05 18:15:52,925 - DQLDaemon.py:159 -                start() ] Sleeping for 0.9119231700897217 seconds
[2016-09-05 18:15:53,840 - DQLDaemon.py:199 -      _do_action_step() ] . Skipped taking action.
[2016-09-05 18:15:53,841 - DQLDaemon.py:167 -                start() ] Cumulative reward: 0
[2016-09-05 18:15:53,848 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124549
[2016-09-05 18:15:53,849 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124531
[2016-09-05 18:15:53,900 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124551
[2016-09-05 18:15:53,901 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124530
[2016-09-05 18:15:53,907 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124550
[2016-09-05 18:15:53,912 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124527
[2016-09-05 18:15:53,916 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124528
[2016-09-05 18:15:53,923 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124529
[2016-09-05 18:15:53,945 - DQLDaemon.py:182 -    _do_training_step() ] Got minibatch of size 27
[2016-09-05 18:15:53,951 - DQLDaemon.py:147 -                start() ] Finished training step in 0.10995721817016602 seconds
[2016-09-05 18:15:53,952 - DQLDaemon.py:159 -                start() ] Sleeping for 0.8880717754364014 seconds
[2016-09-05 18:15:54,842 - DQLDaemon.py:199 -      _do_action_step() ] . Skipped taking action.
[2016-09-05 18:15:54,844 - DQLDaemon.py:167 -                start() ] Cumulative reward: 0
[2016-09-05 18:15:54,907 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124531
[2016-09-05 18:15:54,912 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124528
[2016-09-05 18:15:54,915 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124551
[2016-09-05 18:15:54,930 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124549
[2016-09-05 18:15:54,931 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124550
[2016-09-05 18:15:54,936 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124527
[2016-09-05 18:15:54,942 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124529
[2016-09-05 18:15:54,942 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124530
[2016-09-05 18:15:54,962 - DQLDaemon.py:182 -    _do_training_step() ] Got minibatch of size 27
[2016-09-05 18:15:54,967 - DQLDaemon.py:147 -                start() ] Finished training step in 0.12284088134765625 seconds
[2016-09-05 18:15:54,967 - DQLDaemon.py:159 -                start() ] Sleeping for 0.8752524852752686 seconds
[2016-09-05 18:15:55,845 - DQLDaemon.py:199 -      _do_action_step() ] . Skipped taking action.
[2016-09-05 18:15:55,847 - DQLDaemon.py:167 -                start() ] Cumulative reward: 0
[2016-09-05 18:15:55,853 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124551
[2016-09-05 18:15:55,888 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124530
[2016-09-05 18:15:55,903 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124529
[2016-09-05 18:15:55,914 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124550
[2016-09-05 18:15:55,926 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124549
[2016-09-05 18:15:55,927 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124531
[2016-09-05 18:15:55,928 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124527
[2016-09-05 18:15:55,930 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124528
[2016-09-05 18:15:55,940 - DQLDaemon.py:182 -    _do_training_step() ] Got minibatch of size 27
[2016-09-05 18:15:55,946 - DQLDaemon.py:147 -                start() ] Finished training step in 0.09847545623779297 seconds
[2016-09-05 18:15:55,946 - DQLDaemon.py:159 -                start() ] Sleeping for 0.8996906280517578 seconds
[2016-09-05 18:15:56,848 - DQLDaemon.py:199 -      _do_action_step() ] . Skipped taking action.
[2016-09-05 18:15:56,851 - DQLDaemon.py:167 -                start() ] Cumulative reward: 0
[2016-09-05 18:15:56,894 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124551
[2016-09-05 18:15:56,903 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124530
[2016-09-05 18:15:56,906 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124531
[2016-09-05 18:15:56,908 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124527
[2016-09-05 18:15:56,910 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124550
[2016-09-05 18:15:56,914 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124549
[2016-09-05 18:15:56,916 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124529
[2016-09-05 18:15:56,924 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124528
[2016-09-05 18:15:56,953 - DQLDaemon.py:182 -    _do_training_step() ] Got minibatch of size 27
[2016-09-05 18:15:56,959 - DQLDaemon.py:147 -                start() ] Finished training step in 0.10800337791442871 seconds
[2016-09-05 18:15:56,959 - DQLDaemon.py:159 -                start() ] Sleeping for 0.8895845413208008 seconds
[2016-09-05 18:15:57,851 - DQLDaemon.py:199 -      _do_action_step() ] . Skipped taking action.
[2016-09-05 18:15:57,853 - DQLDaemon.py:167 -                start() ] Cumulative reward: 0
[2016-09-05 18:15:57,914 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124527
[2016-09-05 18:15:57,916 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124551
[2016-09-05 18:15:57,921 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124549
[2016-09-05 18:15:57,923 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124528
[2016-09-05 18:15:57,932 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124529
[2016-09-05 18:15:57,932 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124550
[2016-09-05 18:15:57,936 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124531
[2016-09-05 18:15:57,943 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124530
[2016-09-05 18:15:57,952 - DQLDaemon.py:182 -    _do_training_step() ] Got minibatch of size 27
[2016-09-05 18:15:57,958 - DQLDaemon.py:147 -                start() ] Finished training step in 0.10433197021484375 seconds
[2016-09-05 18:15:57,958 - DQLDaemon.py:159 -                start() ] Sleeping for 0.8937671184539795 seconds
[2016-09-05 18:15:58,855 - DQLDaemon.py:199 -      _do_action_step() ] . Skipped taking action.
[2016-09-05 18:15:58,890 - DQLDaemon.py:167 -                start() ] Cumulative reward: 0
[2016-09-05 18:15:58,891 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124531
[2016-09-05 18:15:58,892 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124550
[2016-09-05 18:15:58,909 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124528
[2016-09-05 18:15:58,915 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124530
[2016-09-05 18:15:58,923 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124527
[2016-09-05 18:15:58,928 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124529
[2016-09-05 18:15:58,930 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124549
[2016-09-05 18:15:58,958 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124551
[2016-09-05 18:15:58,959 - DQLDaemon.py:182 -    _do_training_step() ] Got minibatch of size 27
[2016-09-05 18:15:58,964 - DQLDaemon.py:147 -                start() ] Finished training step in 0.07382845878601074 seconds
[2016-09-05 18:15:58,964 - DQLDaemon.py:159 -                start() ] Sleeping for 0.8907921314239502 seconds
[2016-09-05 18:15:59,890 - DQLDaemon.py:199 -      _do_action_step() ] . Skipped taking action.
[2016-09-05 18:15:59,892 - DQLDaemon.py:167 -                start() ] Cumulative reward: 0
[2016-09-05 18:15:59,894 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124550
[2016-09-05 18:15:59,905 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124531
[2016-09-05 18:15:59,910 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124551
[2016-09-05 18:15:59,911 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124528
[2016-09-05 18:15:59,914 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124527
[2016-09-05 18:15:59,924 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124549
[2016-09-05 18:15:59,932 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124529
[2016-09-05 18:15:59,939 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124530
[2016-09-05 18:15:59,975 - DQLDaemon.py:182 -    _do_training_step() ] Got minibatch of size 27
[2016-09-05 18:15:59,981 - DQLDaemon.py:147 -                start() ] Finished training step in 0.08811259269714355 seconds
[2016-09-05 18:15:59,981 - DQLDaemon.py:159 -                start() ] Sleeping for 0.9098408222198486 seconds
[2016-09-05 18:16:00,907 - DQLDaemon.py:199 -      _do_action_step() ] . Skipped taking action.
[2016-09-05 18:16:00,909 - DQLDaemon.py:167 -                start() ] Cumulative reward: 0.0
[2016-09-05 18:16:00,922 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124551
[2016-09-05 18:16:00,932 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124531
[2016-09-05 18:16:00,936 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124550
[2016-09-05 18:16:00,937 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124528
[2016-09-05 18:16:00,939 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124529
[2016-09-05 18:16:00,945 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124527
[2016-09-05 18:16:00,950 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124530
[2016-09-05 18:16:00,956 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124549
[2016-09-05 18:16:00,994 - DQLDaemon.py:182 -    _do_training_step() ] Got minibatch of size 27
[2016-09-05 18:16:00,999 - DQLDaemon.py:147 -                start() ] Finished training step in 0.08966517448425293 seconds
[2016-09-05 18:16:00,999 - DQLDaemon.py:159 -                start() ] Sleeping for 0.9082036018371582 seconds
[2016-09-05 18:16:01,914 - discrete_deepq.py:247 -               action() ] Randomly chose action 0
[2016-09-05 18:16:01,916 - DQLDaemon.py:167 -                start() ] Cumulative reward: 0.0
[2016-09-05 18:16:01,920 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124531
[2016-09-05 18:16:01,928 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124529
[2016-09-05 18:16:01,929 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124528
[2016-09-05 18:16:01,934 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124551
[2016-09-05 18:16:01,935 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124527
[2016-09-05 18:16:01,948 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124550
[2016-09-05 18:16:01,964 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124530
[2016-09-05 18:16:01,976 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124549
[2016-09-05 18:16:01,977 - DQLDaemon.py:182 -    _do_training_step() ] Got minibatch of size 27
[2016-09-05 18:16:01,983 - DQLDaemon.py:147 -                start() ] Finished training step in 0.06740260124206543 seconds
[2016-09-05 18:16:01,984 - DQLDaemon.py:159 -                start() ] Sleeping for 0.9301657676696777 seconds
[2016-09-05 18:16:02,923 - discrete_deepq.py:251 -               action() ] Chose calculated action 1
[2016-09-05 18:16:02,926 - DQLDaemon.py:167 -                start() ] Cumulative reward: 0.0
[2016-09-05 18:16:02,930 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124528
[2016-09-05 18:16:02,934 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124527
[2016-09-05 18:16:02,940 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124551
[2016-09-05 18:16:02,964 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124549
[2016-09-05 18:16:02,966 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124550
[2016-09-05 18:16:02,970 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124530
[2016-09-05 18:16:02,972 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124529
[2016-09-05 18:16:02,973 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124531
[2016-09-05 18:16:02,994 - DQLDaemon.py:182 -    _do_training_step() ] Got minibatch of size 27
[2016-09-05 18:16:02,999 - DQLDaemon.py:147 -                start() ] Finished training step in 0.07238960266113281 seconds
[2016-09-05 18:16:02,999 - DQLDaemon.py:159 -                start() ] Sleeping for 0.9251704216003418 seconds
[2016-09-05 18:16:03,967 - discrete_deepq.py:251 -               action() ] Chose calculated action 1
[2016-09-05 18:16:03,972 - DQLDaemon.py:167 -                start() ] Cumulative reward: 0.0
[2016-09-05 18:16:03,976 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124527
[2016-09-05 18:16:03,983 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124530
[2016-09-05 18:16:03,984 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124528
[2016-09-05 18:16:03,993 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124551
[2016-09-05 18:16:03,996 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124531
[2016-09-05 18:16:04,004 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124550
[2016-09-05 18:16:04,019 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124529
[2016-09-05 18:16:04,021 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124549
[2016-09-05 18:16:04,035 - DQLDaemon.py:182 -    _do_training_step() ] Got minibatch of size 27
[2016-09-05 18:16:04,041 - DQLDaemon.py:147 -                start() ] Finished training step in 0.06881189346313477 seconds
[2016-09-05 18:16:04,041 - DQLDaemon.py:159 -                start() ] Sleeping for 0.9274332523345947 seconds
[2016-09-05 18:16:04,977 - discrete_deepq.py:251 -               action() ] Chose calculated action 1
[2016-09-05 18:16:05,035 - DQLDaemon.py:167 -                start() ] Cumulative reward: 0.0
[2016-09-05 18:16:05,042 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124531
[2016-09-05 18:16:05,056 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124530
[2016-09-05 18:16:05,061 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124527
[2016-09-05 18:16:05,075 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124528
[2016-09-05 18:16:05,083 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124551
[2016-09-05 18:16:05,087 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124529
[2016-09-05 18:16:05,088 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124550
[2016-09-05 18:16:05,094 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124549
[2016-09-05 18:16:05,128 - DQLDaemon.py:182 -    _do_training_step() ] Got minibatch of size 27
[2016-09-05 18:16:05,134 - DQLDaemon.py:147 -                start() ] Finished training step in 0.09856939315795898 seconds
[2016-09-05 18:16:05,134 - DQLDaemon.py:159 -                start() ] Sleeping for 0.84425950050354 seconds
[2016-09-05 18:16:05,987 - discrete_deepq.py:247 -               action() ] Randomly chose action 2
[2016-09-05 18:16:06,037 - DQLDaemon.py:167 -                start() ] Cumulative reward: 0
[2016-09-05 18:16:06,041 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124557
[2016-09-05 18:16:06,042 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124555
[2016-09-05 18:16:06,052 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124531
[2016-09-05 18:16:06,053 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124528
[2016-09-05 18:16:06,060 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124556
[2016-09-05 18:16:06,066 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124552
[2016-09-05 18:16:06,067 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124530
[2016-09-05 18:16:06,072 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124527
[2016-09-05 18:16:06,083 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124553
[2016-09-05 18:16:06,086 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124551
[2016-09-05 18:16:06,089 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124529
[2016-09-05 18:16:06,111 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124549
[2016-09-05 18:16:06,116 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124558
[2016-09-05 18:16:06,117 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124563
[2016-09-05 18:16:06,124 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124554
[2016-09-05 18:16:06,125 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124550
[2016-09-05 18:16:06,165 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124564
[2016-09-05 18:16:06,165 - DQLDaemon.py:182 -    _do_training_step() ] Got minibatch of size 31
[2016-09-05 18:16:06,170 - DQLDaemon.py:147 -                start() ] Finished training step in 0.13239765167236328 seconds
[2016-09-05 18:16:06,170 - DQLDaemon.py:159 -                start() ] Sleeping for 0.8204116821289062 seconds
[2016-09-05 18:16:06,994 - DQLDaemon.py:199 -      _do_action_step() ] . Skipped taking action.
[2016-09-05 18:16:06,996 - DQLDaemon.py:167 -                start() ] Cumulative reward: 0
[2016-09-05 18:16:06,999 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124549
[2016-09-05 18:16:07,000 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124531
[2016-09-05 18:16:07,019 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124564
[2016-09-05 18:16:07,023 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124530
[2016-09-05 18:16:07,032 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124557
[2016-09-05 18:16:07,035 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124552
[2016-09-05 18:16:07,040 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124527
[2016-09-05 18:16:07,041 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124555
[2016-09-05 18:16:07,043 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124528
[2016-09-05 18:16:07,048 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124550
[2016-09-05 18:16:07,054 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124553
[2016-09-05 18:16:07,055 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124558
[2016-09-05 18:16:07,083 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124529
[2016-09-05 18:16:07,086 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124563
[2016-09-05 18:16:07,089 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124556
[2016-09-05 18:16:07,098 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124551
[2016-09-05 18:16:07,102 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124554
[2016-09-05 18:16:07,108 - DQLDaemon.py:182 -    _do_training_step() ] Got minibatch of size 31
[2016-09-05 18:16:07,113 - DQLDaemon.py:147 -                start() ] Finished training step in 0.1171567440032959 seconds
[2016-09-05 18:16:07,113 - DQLDaemon.py:159 -                start() ] Sleeping for 0.8805897235870361 seconds
[2016-09-05 18:16:07,997 - DQLDaemon.py:199 -      _do_action_step() ] . Skipped taking action.
[2016-09-05 18:16:07,999 - DQLDaemon.py:167 -                start() ] Cumulative reward: 0
[2016-09-05 18:16:08,000 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124550
[2016-09-05 18:16:08,041 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124530
[2016-09-05 18:16:08,042 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124553
[2016-09-05 18:16:08,050 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124557
[2016-09-05 18:16:08,063 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124549
[2016-09-05 18:16:08,067 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124528
[2016-09-05 18:16:08,068 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124552
[2016-09-05 18:16:08,069 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124554
[2016-09-05 18:16:08,072 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124527
[2016-09-05 18:16:08,078 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124558
[2016-09-05 18:16:08,080 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124555
[2016-09-05 18:16:08,085 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124563
[2016-09-05 18:16:08,087 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124564
[2016-09-05 18:16:08,088 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124551
[2016-09-05 18:16:08,089 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124529
[2016-09-05 18:16:08,090 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124531
[2016-09-05 18:16:08,100 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124556
[2016-09-05 18:16:08,137 - DQLDaemon.py:182 -    _do_training_step() ] Got minibatch of size 31
[2016-09-05 18:16:08,142 - DQLDaemon.py:147 -                start() ] Finished training step in 0.14329957962036133 seconds
[2016-09-05 18:16:08,143 - DQLDaemon.py:159 -                start() ] Sleeping for 0.854663610458374 seconds
[2016-09-05 18:16:09,001 - DQLDaemon.py:199 -      _do_action_step() ] . Skipped taking action.
[2016-09-05 18:16:09,036 - DQLDaemon.py:167 -                start() ] Cumulative reward: 0
[2016-09-05 18:16:09,038 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124551
[2016-09-05 18:16:09,039 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124556
[2016-09-05 18:16:09,050 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124531
[2016-09-05 18:16:09,053 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124564
[2016-09-05 18:16:09,060 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124550
[2016-09-05 18:16:09,062 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124549
[2016-09-05 18:16:09,071 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124528
[2016-09-05 18:16:09,080 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124527
[2016-09-05 18:16:09,083 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124552
[2016-09-05 18:16:09,083 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124555
[2016-09-05 18:16:09,084 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124553
[2016-09-05 18:16:09,086 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124530
[2016-09-05 18:16:09,089 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124529
[2016-09-05 18:16:09,098 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124563
[2016-09-05 18:16:09,103 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124557
[2016-09-05 18:16:09,104 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124558
[2016-09-05 18:16:09,110 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124554
[2016-09-05 18:16:09,130 - DQLDaemon.py:182 -    _do_training_step() ] Got minibatch of size 31
